workerid,workerid,seclang,gender,age,race,region,regionComments,speaker,sentence,content,intonation,verification,followupchoice,certainty,comment1
A1HCTAULAAOC8A,"No	",,gen=2,age=2,eth=3,Ohio,"No	",zio,S1UM,coffee,HLL,put some creamer in your coffee,response=1,31,
A1L8EDNM7HZZAX,"	",,gen=2,age=1,eth=4,Florida,"	",kev,S1UM,menu,HLL,Read the menu,response=1,33,
A1L8EDNM7HZZAX,"	",,gen=2,age=1,eth=4,Florida,"	",chr,filler,conference,until,I managed to solicit money from many until the conference started,response=1,47,
A1L8EDNM7HZZAX,"	",,gen=2,age=1,eth=4,Florida,"	",chr,S1UM,cookie,LHL,Have a cookie,response=1,62,
A1L8EDNM7HZZAX,"	",,gen=2,age=1,eth=4,Florida,"	",zio,S1UM,email,HLL,Send her an email,response=1,67,
A1L8EDNM7HZZAX,"	",,gen=2,age=1,eth=4,Florida,"	",bec,S1UM,left,HLL,Turn left,response=1,67,
A1L8EDNM7HZZAX,"	",,gen=2,age=1,eth=4,Florida,"	",sara,filler,operation,before,Only three people knew the treatment before the operation went underway,response=1,68,
A1L8EDNM7HZZAX,"	",,gen=2,age=1,eth=4,Florida,"	",chr,S1UM,coffee,LHL,Put some creamer in your coffee,response=1,69,
A1L8EDNM7HZZAX,"	",,gen=2,age=1,eth=4,Florida,"	",bec,S1UM,window,LHL,Open the window,response=2,67,
A2LR1HKNOVDTJ8,"no	",,gen=2,age=3,eth=3,Florida,"no	",chr,S1UM,cookie,HLL,have a cookie,response=1,0,
A2LR1HKNOVDTJ8,"no	",,gen=2,age=3,eth=3,Florida,"no	",bec,S1UM,window,HLL,open the window,response=1,14,
A2LR1HKNOVDTJ8,"no	",,gen=2,age=3,eth=3,Florida,"no	",chr,filler,register,before,many students registered for the class before the class requirements were posted,response=2,11,
A2LR1HKNOVDTJ8,"no	",,gen=2,age=3,eth=3,Florida,"no	",chr,S1UM,coffee,HLL,put some creamer in your coffee,response=1,9,
A2LR1HKNOVDTJ8,"no	",,gen=2,age=3,eth=3,Florida,"no	",sara,filler,border,until,few people managed to leave until the country closed its border,response=2,15,
A2LR1HKNOVDTJ8,"no	",,gen=2,age=3,eth=3,Florida,"no	",chr,S1UM,email,LHL,send her an email,response=1,10,
A2LR1HKNOVDTJ8,"no	",,gen=2,age=3,eth=3,Florida,"no	",bec,S1UM,menu,LHL,read the menu,response=1,12,
A2LR1HKNOVDTJ8,"no	",,gen=2,age=3,eth=3,Florida,"no	",bec,S1UM,left,LHL,turn left,response=1,12,
A26QHFTPCBGRFM,No,,gen=1,age=3,eth=3,South Carolina,No,chr,filler,register,before,May students registered for the class before the class requirements were posted. ,response=2,77,No
A26QHFTPCBGRFM,No,,gen=1,age=3,eth=3,South Carolina,No,chr,S1UM,calm,LHL,Be calm.,response=1,87,No
A26QHFTPCBGRFM,No,,gen=1,age=3,eth=3,South Carolina,No,sara,filler,border,until,Few people managed to leave until the country closed its boarder.,response=2,86,Person spoke very quickly. 
A26QHFTPCBGRFM,No,,gen=1,age=3,eth=3,South Carolina,No,bec,S1UM,home,HLL,Stay home.,response=1,8,
A26QHFTPCBGRFM,No,,gen=1,age=3,eth=3,South Carolina,No,chr,S1UM,right,HLL,Go right.,response=1,11,No
A26QHFTPCBGRFM,No,,gen=1,age=3,eth=3,South Carolina,No,bec,S1UM,dog,LHL,Take the dog for a walk.,response=2,28,No
A26QHFTPCBGRFM,No,,gen=1,age=3,eth=3,South Carolina,No,chr,S1UM,apple,HLL,Use and apple corer.,response=1,69,No
A26QHFTPCBGRFM,No,,gen=1,age=3,eth=3,South Carolina,No,bec,S1UM,call,LHL,Call your mom.,response=2,79,No
A1GEEIHPSQF86Z,"nice study	",,gen=2,age=1,eth=6,california,"nice study	",zio,S1UM,right,LHL,go right,response=1,84,nil
A1GEEIHPSQF86Z,"nice study	",,gen=2,age=1,eth=6,california,"nice study	",kev,S1UM,home,LHL,stay home,response=1,94,nil
A1GEEIHPSQF86Z,"nice study	",,gen=2,age=1,eth=6,california,"nice study	",zio,S1UM,apple,LHL,listen apple toward,response=1,85,
A1GEEIHPSQF86Z,"nice study	",,gen=2,age=1,eth=6,california,"nice study	",kev,S1UM,dog,HLL,take a task for one,response=1,98,
A1GEEIHPSQF86Z,"nice study	",,gen=2,age=1,eth=6,california,"nice study	",bec,S1UM,call,HLL,call your mom,response=2,83,
A1GEEIHPSQF86Z,"nice study	",,gen=2,age=1,eth=6,california,"nice study	",kev,filler,operation,until,only three people is make the operation is underwere,response=1,70,
A1GEEIHPSQF86Z,"nice study	",,gen=2,age=1,eth=6,california,"nice study	",chr,S1UM,calm,HLL,be calm,response=1,82,
A1GEEIHPSQF86Z,"nice study	",,gen=2,age=1,eth=6,california,"nice study	",sara,filler,conference,before,a man is to make the money stody,response=2,87, 
A1O0BGHFTMPQM0,"no	",,gen=1,age=2,eth=3,Kansas,"no	",zio,S1UM,email,LHL,Send her an e-mail,response=2,26,
A1O0BGHFTMPQM0,"no	",,gen=1,age=2,eth=3,Kansas,"no	",kev,filler,border,before,Few people managed to leave before the country closed its border,response=2,84,
A1O0BGHFTMPQM0,"no	",,gen=1,age=2,eth=3,Kansas,"no	",sara,filler,register,until,Many students registered for the class until the class requirements were posted,response=2,63,
A1O0BGHFTMPQM0,"no	",,gen=1,age=2,eth=3,Kansas,"no	",kev,S1UM,menu,LHL,Read the menu,response=1,55,
A1O0BGHFTMPQM0,"no	",,gen=1,age=2,eth=3,Kansas,"no	",kev,S1UM,window,HLL,Open the window,response=1,63,
A1O0BGHFTMPQM0,"no	",,gen=1,age=2,eth=3,Kansas,"no	",kev,S1UM,left,LHL,Turn left,response=1,68,
A1O0BGHFTMPQM0,"no	",,gen=1,age=2,eth=3,Kansas,"no	",zio,S1UM,coffee,HLL,Put some creamer in your coffee,response=1,63,
A1O0BGHFTMPQM0,"no	",,gen=1,age=2,eth=3,Kansas,"no	",zio,S1UM,cookie,HLL,Have a cookie,response=1,56,
ABL3H3O3BI8ZD,,,gen=2,age=2,eth=3,NY,,bec,S1UM,window,HLL,Open the window,response=1,74,
ABL3H3O3BI8ZD,,,gen=2,age=2,eth=3,NY,,chr,S1UM,cookie,HLL,Have a cookie,response=1,71,
ABL3H3O3BI8ZD,,,gen=2,age=2,eth=3,NY,,bec,S1UM,menu,LHL,Read the menu,response=1,88,
ABL3H3O3BI8ZD,,,gen=2,age=2,eth=3,NY,,chr,S1UM,email,LHL,Send her an email,response=1,84,
ABL3H3O3BI8ZD,,,gen=2,age=2,eth=3,NY,,chr,filler,register,before,MOst student register for classes,response=1,61,
ABL3H3O3BI8ZD,,,gen=2,age=2,eth=3,NY,,chr,S1UM,coffee,HLL,Put some cream in your coffee,response=1,63,
ABL3H3O3BI8ZD,,,gen=2,age=2,eth=3,NY,,bec,S1UM,left,LHL,turn left,response=1,78,
ABL3H3O3BI8ZD,,,gen=2,age=2,eth=3,NY,,sara,filler,border,until,Few people mention...,response=2,78,
A21OPU7EVYR7K2,N/A,,gen=2,age=1,eth=2,New Jersey,N/A,zio,S1UM,right,HLL,Go right.,response=1,90,Clip was clearly audible.
A21OPU7EVYR7K2,N/A,,gen=2,age=1,eth=2,New Jersey,N/A,kev,S1UM,call,LHL,Call your mom.,response=1,90,Sound was a bit muffled. Perhaps it is the speaker's voice.
A21OPU7EVYR7K2,N/A,,gen=2,age=1,eth=2,New Jersey,N/A,sara,filler,register,until,Many students registered for the class until the class requirements were posted,response=2,30,Speaker spoke very fast.
A21OPU7EVYR7K2,N/A,,gen=2,age=1,eth=2,New Jersey,N/A,kev,S1UM,dog,LHL,Take the dog for a walk,response=1,100,Clear audio.
A21OPU7EVYR7K2,N/A,,gen=2,age=1,eth=2,New Jersey,N/A,zio,S1UM,apple,HLL,Use an apple corer,response=1,94,Good enunciation.
A21OPU7EVYR7K2,N/A,,gen=2,age=1,eth=2,New Jersey,N/A,zio,S1UM,calm,LHL,Be calm,response=1,96,
A21OPU7EVYR7K2,N/A,,gen=2,age=1,eth=2,New Jersey,N/A,kev,S1UM,home,HLL,Stay home,response=1,85,
A21OPU7EVYR7K2,N/A,,gen=2,age=1,eth=2,New Jersey,N/A,kev,filler,border,before,Few people managed to leave before the country closed its border,response=2,10,
A2TQCLAV1NQW5N,,,gen=1,age=1,eth=4,NY,,bec,S1UM,left,LHL,turn left,response=1,89,
A2TQCLAV1NQW5N,,,gen=1,age=1,eth=4,NY,,chr,S1UM,coffee,HLL,put some creamer in your coffee,response=1,91,
A2TQCLAV1NQW5N,,,gen=1,age=1,eth=4,NY,,sara,filler,border,until,few people managed to leave before the country closed its border,response=1,100,
A2TQCLAV1NQW5N,,,gen=1,age=1,eth=4,NY,,chr,filler,register,before,many students registered for the class before the class requirements were posted,response=2,100,
A2TQCLAV1NQW5N,,,gen=1,age=1,eth=4,NY,,chr,S1UM,cookie,HLL,have a cookie,response=1,92,
A2TQCLAV1NQW5N,,,gen=1,age=1,eth=4,NY,,chr,S1UM,email,LHL,send her an email,response=1,100,
A2TQCLAV1NQW5N,,,gen=1,age=1,eth=4,NY,,bec,S1UM,menu,LHL,read the menu,response=1,100,
A2TQCLAV1NQW5N,,,gen=1,age=1,eth=4,NY,,bec,S1UM,window,HLL,open the window,response=1,100,
A35NM2285DUAFH,,,gen=1,age=1,eth=3,Michigan,,zio,S1UM,email,HLL,Send her an e-mail,response=1,85,
A35NM2285DUAFH,,,gen=1,age=1,eth=3,Michigan,,bec,S1UM,window,LHL,Open the window,response=2,74,
A35NM2285DUAFH,,,gen=1,age=1,eth=3,Michigan,,chr,S1UM,cookie,LHL, Have a cookie,response=2,55,
A35NM2285DUAFH,,,gen=1,age=1,eth=3,Michigan,,chr,filler,conference,until,I managed to solicit money from many people until the conference started,response=2,57,
A35NM2285DUAFH,,,gen=1,age=1,eth=3,Michigan,,bec,S1UM,left,HLL,Turn left,response=1,87,
A35NM2285DUAFH,,,gen=1,age=1,eth=3,Michigan,,sara,filler,operation,before,Only three people knew the truth before the operation was underway,response=2,41,
A35NM2285DUAFH,,,gen=1,age=1,eth=3,Michigan,,chr,S1UM,coffee,LHL,Put some creamer in your coffee,response=2,45,
A35NM2285DUAFH,,,gen=1,age=1,eth=3,Michigan,,kev,S1UM,menu,HLL,Read the menu,response=2,40,
A3BO90D83RV06T,,,gen=2,age=3,eth=3,Mid East,,bec,S1UM,menu,HLL,menu,response=2,55,no
A3BO90D83RV06T,,,gen=2,age=3,eth=3,Mid East,,zio,S1UM,coffee,LHL,creamer in your coffee,response=1,60,
A3BO90D83RV06T,,,gen=2,age=3,eth=3,Mid East,,zio,S1UM,cookie,LHL,a cookie,response=1,85,
A3BO90D83RV06T,,,gen=2,age=3,eth=3,Mid East,,kev,filler,operation,until,three people knew the truth until the operation was underway,response=1,70,
A3BO90D83RV06T,,,gen=2,age=3,eth=3,Mid East,,kev,S1UM,left,HLL,left,response=1,75,
A3BO90D83RV06T,,,gen=2,age=3,eth=3,Mid East,,chr,S1UM,email,HLL,return email,response=1,70,
A3BO90D83RV06T,,,gen=2,age=3,eth=3,Mid East,,kev,S1UM,window,LHL,the window,response=2,40,
A3BO90D83RV06T,,,gen=2,age=3,eth=3,Mid East,,sara,filler,conference,before,i managed to solicit money from many people before the conference started,response=2,75,
AQNM5R2NMGTG6,,,gen=2,age=3,eth=3,South,,sara,filler,border,until,...until the country closed its border.,response=2,42,
AQNM5R2NMGTG6,,,gen=2,age=3,eth=3,South,,bec,S1UM,left,LHL,turn left,response=1,72,
AQNM5R2NMGTG6,,,gen=2,age=3,eth=3,South,,chr,filler,register,before,Many students registered for the class before the requirements were posted.,response=2,65,
AQNM5R2NMGTG6,,,gen=2,age=3,eth=3,South,,chr,S1UM,email,LHL,send her an e-mail,response=1,61,
AQNM5R2NMGTG6,,,gen=2,age=3,eth=3,South,,bec,S1UM,window,HLL,open the window,response=1,66,
AQNM5R2NMGTG6,,,gen=2,age=3,eth=3,South,,chr,S1UM,cookie,HLL,have a cookie,response=2,62,
AQNM5R2NMGTG6,,,gen=2,age=3,eth=3,South,,bec,S1UM,menu,LHL,read the menu,response=2,55,
AQNM5R2NMGTG6,,,gen=2,age=3,eth=3,South,,chr,S1UM,coffee,HLL,put some creamer in your coffee,response=1,61,
A2GG7HIO2OIXUR,,,gen=1,age=1,eth=3,nj,,zio,S1UM,apple,HLL,Use an apple corer,response=2,100,
A2GG7HIO2OIXUR,,,gen=1,age=1,eth=3,nj,,kev,S1UM,home,HLL,Stay home,response=1,100,
A2GG7HIO2OIXUR,,,gen=1,age=1,eth=3,nj,,kev,S1UM,call,LHL,Call your mom,response=2,16,
A2GG7HIO2OIXUR,,,gen=1,age=1,eth=3,nj,,zio,S1UM,right,HLL,Go right,response=1,100,
A2GG7HIO2OIXUR,,,gen=1,age=1,eth=3,nj,,sara,filler,register,until,Many student registered for the class until the class requirements were posted,response=2,52,
A2GG7HIO2OIXUR,,,gen=1,age=1,eth=3,nj,,kev,filler,border,before,Few people managed to leave before the country closed its border,response=1,56,
A2GG7HIO2OIXUR,,,gen=1,age=1,eth=3,nj,,kev,S1UM,dog,LHL,Take the dog for a walk,response=1,64,
A2GG7HIO2OIXUR,,,gen=1,age=1,eth=3,nj,,zio,S1UM,calm,LHL,Be calm,response=1,78,
AP1FKOU1FJXN7,I have none,,gen=2,age=2,eth=4,Midwest,I have none,kev,S1UM,call,LHL,Call your mom,response=2,100,
AP1FKOU1FJXN7,I have none,,gen=2,age=2,eth=4,Midwest,I have none,kev,filler,border,before,Few people managed to leave before the country closed it's border,response=1,100,
AP1FKOU1FJXN7,I have none,,gen=2,age=2,eth=4,Midwest,I have none,zio,S1UM,apple,HLL,Use an apple core,response=1,84,
AP1FKOU1FJXN7,I have none,,gen=2,age=2,eth=4,Midwest,I have none,zio,S1UM,calm,LHL,Be calm,response=1,100,
AP1FKOU1FJXN7,I have none,,gen=2,age=2,eth=4,Midwest,I have none,kev,S1UM,home,HLL,Stay home,response=1,83,
AP1FKOU1FJXN7,I have none,,gen=2,age=2,eth=4,Midwest,I have none,zio,S1UM,right,HLL,Go right,response=1,100,
AP1FKOU1FJXN7,I have none,,gen=2,age=2,eth=4,Midwest,I have none,kev,S1UM,dog,LHL,Take the dog for a walk,response=1,100,
AP1FKOU1FJXN7,I have none,,gen=2,age=2,eth=4,Midwest,I have none,sara,filler,register,until,Many students registered for the class until the class requirements were posted,response=2,100,
A15SLHJNC5UI53,no,,gen=1,age=2,eth=3,Florida,no,kev,filler,border,before,Few people managed to leave before the country closed its border,response=1,92,no
A15SLHJNC5UI53,no,,gen=1,age=2,eth=3,Florida,no,kev,S1UM,dog,LHL,Take the dog for a walk,response=1,100,no
A15SLHJNC5UI53,no,,gen=1,age=2,eth=3,Florida,no,sara,filler,register,until,Many students register for the class until the class requirements are posted.,response=2,39,no
A15SLHJNC5UI53,no,,gen=1,age=2,eth=3,Florida,no,zio,S1UM,right,HLL,Go right,response=1,100,no
A15SLHJNC5UI53,no,,gen=1,age=2,eth=3,Florida,no,kev,S1UM,call,LHL,Call your mom,response=2,81,no
A15SLHJNC5UI53,no,,gen=1,age=2,eth=3,Florida,no,zio,S1UM,apple,HLL,Use an apple corer,response=1,100,no
A15SLHJNC5UI53,no,,gen=1,age=2,eth=3,Florida,no,kev,S1UM,home,HLL,Stay home,response=1,100,no
A15SLHJNC5UI53,no,,gen=1,age=2,eth=3,Florida,no,zio,S1UM,calm,LHL,Be calm,response=1,100,no
A3V3AE3QJOCNRT,,,gen=1,age=1,eth=3,Hartford Connecticut,,bec,S1UM,home,LHL,Stay home,response=1,79,
A3V3AE3QJOCNRT,,,gen=1,age=1,eth=3,Hartford Connecticut,,chr,S1UM,apple,LHL,Use an Apple cutter,response=1,41,
A3V3AE3QJOCNRT,,,gen=1,age=1,eth=3,Hartford Connecticut,,bec,S1UM,dog,HLL,Take the dog for a walk,response=1,94,
A3V3AE3QJOCNRT,,,gen=1,age=1,eth=3,Hartford Connecticut,,chr,S1UM,right,LHL,Go right,response=1,82,
A3V3AE3QJOCNRT,,,gen=1,age=1,eth=3,Hartford Connecticut,,zio,S1UM,calm,HLL,Be calm,response=1,95,
A3V3AE3QJOCNRT,,,gen=1,age=1,eth=3,Hartford Connecticut,,chr,filler,conference,until,I managed to solicit money from many people until the conference started,response=2,60,
A3V3AE3QJOCNRT,,,gen=1,age=1,eth=3,Hartford Connecticut,,kev,S1UM,call,HLL,Call your mom,response=1,83,
A3V3AE3QJOCNRT,,,gen=1,age=1,eth=3,Hartford Connecticut,,sara,filler,operation,before,Only three people knew the truth before the operation went under way,response=1,84,
A36MOV8E6SYHCR,no,,gen=2,age=2,eth=3,indiana,no,kev,filler,operation,until,Only three people knew the truth until the operation was under way,response=1,62,
A36MOV8E6SYHCR,no,,gen=2,age=2,eth=3,indiana,no,zio,S1UM,right,LHL,Go right,response=2,82,
A36MOV8E6SYHCR,no,,gen=2,age=2,eth=3,indiana,no,kev,S1UM,dog,HLL,Take the dog for a walk,response=1,91,
A36MOV8E6SYHCR,no,,gen=2,age=2,eth=3,indiana,no,zio,S1UM,apple,LHL,Use an apple core,response=1,88,
A36MOV8E6SYHCR,no,,gen=2,age=2,eth=3,indiana,no,kev,S1UM,home,LHL,Stay home,response=2,87,
A36MOV8E6SYHCR,no,,gen=2,age=2,eth=3,indiana,no,sara,filler,conference,before,I managed to solicit money from many people before the conference started,response=1,31,
A36MOV8E6SYHCR,no,,gen=2,age=2,eth=3,indiana,no,bec,S1UM,call,HLL,Call your mom,response=2,73,
A36MOV8E6SYHCR,no,,gen=2,age=2,eth=3,indiana,no,chr,S1UM,calm,HLL,Be calm,response=1,59,
A2DDXYTEVDV5F5,Thanks for the HIT. ,,gen=1,age=2,eth=1,Southeast ,Thanks for the HIT. ,zio,S1UM,apple,HLL,Use an apple corer,response=1,98,no
A2DDXYTEVDV5F5,Thanks for the HIT. ,,gen=1,age=2,eth=1,Southeast ,Thanks for the HIT. ,kev,S1UM,dog,LHL,Take the dog for a walk ,response=1,100,No
A2DDXYTEVDV5F5,Thanks for the HIT. ,,gen=1,age=2,eth=1,Southeast ,Thanks for the HIT. ,kev,S1UM,home,HLL,Stay home,response=1,100,no
A2DDXYTEVDV5F5,Thanks for the HIT. ,,gen=1,age=2,eth=1,Southeast ,Thanks for the HIT. ,kev,filler,border,before,Few people managed to leave before the country closed its border,response=2,8,no
A2DDXYTEVDV5F5,Thanks for the HIT. ,,gen=1,age=2,eth=1,Southeast ,Thanks for the HIT. ,zio,S1UM,calm,LHL,Be calm,response=1,100,no
A2DDXYTEVDV5F5,Thanks for the HIT. ,,gen=1,age=2,eth=1,Southeast ,Thanks for the HIT. ,sara,filler,register,until,Many students registered for the class until the class requirements were posted,response=2,90,no
A2DDXYTEVDV5F5,Thanks for the HIT. ,,gen=1,age=2,eth=1,Southeast ,Thanks for the HIT. ,zio,S1UM,right,HLL,Go right ,response=1,98,no
A2DDXYTEVDV5F5,Thanks for the HIT. ,,gen=1,age=2,eth=1,Southeast ,Thanks for the HIT. ,kev,S1UM,call,LHL,Call your mom ,response=1,93,no
A1PZS3UIH64YP7,"	",,gen=1,age=3,eth=3,TN,"	",kev,S1UM,dog,LHL,Take the dog for a walk,response=1,100,
A1PZS3UIH64YP7,"	",,gen=1,age=3,eth=3,TN,"	",zio,S1UM,calm,LHL,Be calm,response=1,100,
A1PZS3UIH64YP7,"	",,gen=1,age=3,eth=3,TN,"	",zio,S1UM,apple,HLL,Use an apple corer,response=1,100,
A1PZS3UIH64YP7,"	",,gen=1,age=3,eth=3,TN,"	",kev,S1UM,call,LHL,Call your mom,response=1,100,
A1PZS3UIH64YP7,"	",,gen=1,age=3,eth=3,TN,"	",sara,filler,register,until,Many students register for class until the class requirements are posted,response=1,100,
A1PZS3UIH64YP7,"	",,gen=1,age=3,eth=3,TN,"	",kev,filler,border,before,Few people managed to leave before the country closed its border,response=1,100,
A1PZS3UIH64YP7,"	",,gen=1,age=3,eth=3,TN,"	",zio,S1UM,right,HLL,Go right,response=1,100,
A1PZS3UIH64YP7,"	",,gen=1,age=3,eth=3,TN,"	",kev,S1UM,home,HLL,Stay home,response=1,100,
A1C7XI68SED8JE,,,gen=1,age=2,eth=3,michigan,,sara,filler,conference,before,I managed to solicit money from many people before the conference started,response=1,65,
A1C7XI68SED8JE,,,gen=1,age=2,eth=3,michigan,,kev,S1UM,dog,HLL,take the dog for a walk,response=1,78,
A1C7XI68SED8JE,,,gen=1,age=2,eth=3,michigan,,chr,S1UM,calm,HLL,be calm,response=1,61,
A1C7XI68SED8JE,,,gen=1,age=2,eth=3,michigan,,bec,S1UM,call,HLL,call your mom,response=1,68,
A1C7XI68SED8JE,,,gen=1,age=2,eth=3,michigan,,zio,S1UM,right,LHL,go right,response=1,64,
A1C7XI68SED8JE,,,gen=1,age=2,eth=3,michigan,,kev,S1UM,home,LHL,stay home,response=2,57,
A1C7XI68SED8JE,,,gen=1,age=2,eth=3,michigan,,kev,filler,operation,until,only three people knew the truth while the operation was underway,response=1,55,
A1C7XI68SED8JE,,,gen=1,age=2,eth=3,michigan,,zio,S1UM,apple,LHL,use an applecorer,response=1,58,
ACVEFRSUAPSEQ,"no	",,gen=1,age=3,eth=3,Pennsylvania,"no	",kev,filler,border,before,Few people managed to leave before the country closed its border,response=2,53,
ACVEFRSUAPSEQ,"no	",,gen=1,age=3,eth=3,Pennsylvania,"no	",zio,S1UM,coffee,HLL,Put some creamer in your coffee,response=1,100,
ACVEFRSUAPSEQ,"no	",,gen=1,age=3,eth=3,Pennsylvania,"no	",kev,S1UM,window,HLL,Open the window,response=2,100,
ACVEFRSUAPSEQ,"no	",,gen=1,age=3,eth=3,Pennsylvania,"no	",sara,filler,register,until,Many students registered for the class until the class requirements were posted,response=2,97,
ACVEFRSUAPSEQ,"no	",,gen=1,age=3,eth=3,Pennsylvania,"no	",kev,S1UM,menu,LHL,Read the menu,response=2,66,
ACVEFRSUAPSEQ,"no	",,gen=1,age=3,eth=3,Pennsylvania,"no	",zio,S1UM,cookie,HLL,Have a cookie,response=2,70,
ACVEFRSUAPSEQ,"no	",,gen=1,age=3,eth=3,Pennsylvania,"no	",zio,S1UM,email,LHL,Send her an email,response=1,73,
ACVEFRSUAPSEQ,"no	",,gen=1,age=3,eth=3,Pennsylvania,"no	",kev,S1UM,left,LHL,Turn left,response=1,94,
A3UFERVCN9A8IH,,,gen=1,age=1,eth=3,kentucky,,bec,S1UM,call,LHL,Call your mom,response=2,82,
A3UFERVCN9A8IH,,,gen=1,age=1,eth=3,kentucky,,bec,S1UM,home,HLL,stay home,response=2,64,
A3UFERVCN9A8IH,,,gen=1,age=1,eth=3,kentucky,,chr,S1UM,right,HLL,Go right,response=1,79,
A3UFERVCN9A8IH,,,gen=1,age=1,eth=3,kentucky,,chr,S1UM,calm,LHL,Be calm,response=1,71,
A3UFERVCN9A8IH,,,gen=1,age=1,eth=3,kentucky,,chr,filler,register,before,Many students registered for the class before the class requirements were posted,response=2,70,
A3UFERVCN9A8IH,,,gen=1,age=1,eth=3,kentucky,,chr,S1UM,apple,HLL,Use an apple corer ,response=1,83,
A3UFERVCN9A8IH,,,gen=1,age=1,eth=3,kentucky,,bec,S1UM,dog,LHL,Take the dog for a walk,response=1,69,
A3UFERVCN9A8IH,,,gen=1,age=1,eth=3,kentucky,,sara,filler,border,until,Few people managed to leave before the country closed its border,response=2,71,
A14YBHS8YBLDAG,,,gen=1,age=1,eth=2,MIDWEST,,chr,S1UM,email,LHL,send her an email,response=2,70,
A14YBHS8YBLDAG,,,gen=1,age=1,eth=2,MIDWEST,,chr,S1UM,coffee,HLL,what's the creamer in your coffee,response=1,40,
A14YBHS8YBLDAG,,,gen=1,age=1,eth=2,MIDWEST,,bec,S1UM,menu,LHL,read the menu,response=1,62,
A14YBHS8YBLDAG,,,gen=1,age=1,eth=2,MIDWEST,,bec,S1UM,left,LHL,turn left,response=1,98,
A14YBHS8YBLDAG,,,gen=1,age=1,eth=2,MIDWEST,,bec,S1UM,window,HLL,open the window,response=1,93,
A14YBHS8YBLDAG,,,gen=1,age=1,eth=2,MIDWEST,,sara,filler,border,until,people manage this country closed to supports,response=2,16,
A14YBHS8YBLDAG,,,gen=1,age=1,eth=2,MIDWEST,,chr,filler,register,before,many students registered the class before the class requirements are posted,response=1,60,
A14YBHS8YBLDAG,,,gen=1,age=1,eth=2,MIDWEST,,chr,S1UM,cookie,HLL,have a cookie,response=1,79,
A2DOZJ00KFCTMK,"Good survey	",,gen=2,age=5,eth=3,texas,"Good survey	",chr,S1UM,right,HLL,Go right,response=2,91,
A2DOZJ00KFCTMK,"Good survey	",,gen=2,age=5,eth=3,texas,"Good survey	",bec,S1UM,dog,LHL,Take the dog for walk,response=1,90,
A2DOZJ00KFCTMK,"Good survey	",,gen=2,age=5,eth=3,texas,"Good survey	",sara,filler,border,until,if u go the event of the country,response=2,74,
A2DOZJ00KFCTMK,"Good survey	",,gen=2,age=5,eth=3,texas,"Good survey	",chr,S1UM,calm,LHL,Be calm,response=2,93,
A2DOZJ00KFCTMK,"Good survey	",,gen=2,age=5,eth=3,texas,"Good survey	",bec,S1UM,home,HLL,stay home,response=1,98,
