workerid,gender,age,race,region,regionComments,speaker,sentence,content,intonation,etype,verification,followupchoice,certainty,comment1
A13WFFPE9L1QAB,gen=2,age=1,eth=4,North East,"	",kev,S1UM,dog,LHL,ED,Take the dog for a walk.,response=1,75,
A13WFFPE9L1QAB,gen=2,age=1,eth=4,North East,"	",kev,filler,help,npiq,wk,Did maria lift a finger to help?,response=2,5,
A13WFFPE9L1QAB,gen=2,age=1,eth=4,North East,"	",kev,S1UM,call,LHL,EI,Call your mom.,response=1,100,
A13WFFPE9L1QAB,gen=2,age=1,eth=4,North East,"	",zio,S1UM,email,LHL,ED,Send her an e-mail.,response=1,99,
A13WFFPE9L1QAB,gen=2,age=1,eth=4,North East,"	",bec,S1UM,potato,HLL,ED,Use a potato peeler.,response=1,0,
APO6KZZ79PO9Q,gen=2,age=2,eth=3,South,"no	",zio,S1UM,right,LHL,EI,GO RIGHT,response=1,25,
APO6KZZ79PO9Q,gen=2,age=2,eth=3,South,"no	",bec,S1UM,potato,LHL,ED,Use a potato pealer,response=1,82,
APO6KZZ79PO9Q,gen=2,age=2,eth=3,South,"no	",kev,filler,help,npiq,str,Did Maria lift a finger to help.,response=2,60,
APO6KZZ79PO9Q,gen=2,age=2,eth=3,South,"no	",zio,filler,bring,npipnq,wk,Did Manny bring anything at all?,response=1,88,
APO6KZZ79PO9Q,gen=2,age=2,eth=3,South,"no	",kev,S1UM,home,LHL,EI,Stay home,response=1,100,
APO6KZZ79PO9Q,gen=2,age=2,eth=3,South,"no	",kev,S1UM,dog,HLL,ED,Take the dog for a walk,response=1,100,
APO6KZZ79PO9Q,gen=2,age=2,eth=3,South,"no	",kev,S1UM,call,HLL,ED,call your mom,response=1,100,
APO6KZZ79PO9Q,gen=2,age=2,eth=3,South,"no	",zio,S1UM,email,HLL,EI,send her an email,response=1,100,
A2H6G0QD4UMCHG,gen=1,age=2,eth=3,south east,"	",bec,S1UM,potato,LHL,EI,use a potato peeler,response=2,6,
A2H6G0QD4UMCHG,gen=1,age=2,eth=3,south east,"	",zio,S1UM,email,HLL,ED,send her an email,response=1,65,
A2H6G0QD4UMCHG,gen=1,age=2,eth=3,south east,"	",kev,S1UM,call,HLL,EI,call your mother,response=1,59,
A2H6G0QD4UMCHG,gen=1,age=2,eth=3,south east,"	",zio,filler,bring,npipnq,wk,didnt manny bring anything at all,response=1,73,
A2H6G0QD4UMCHG,gen=1,age=2,eth=3,south east,"	",kev,S1UM,home,LHL,ED,stay home,response=1,65,
A2H6G0QD4UMCHG,gen=1,age=2,eth=3,south east,"	",kev,filler,help,pnq,str,didnt maria help,response=2,55,
A2H6G0QD4UMCHG,gen=1,age=2,eth=3,south east,"	",kev,S1UM,dog,HLL,EI,take the dog for a walk,response=1,62,
A2H6G0QD4UMCHG,gen=1,age=2,eth=3,south east,"	",zio,S1UM,right,LHL,ED,go right,response=1,56,
A2R0YYUAWNT7UD,gen=2,age=1,eth=3,PA,"	",chr,S1UM,calm,HLL,ED,become,response=1,61,
A2R0YYUAWNT7UD,gen=2,age=1,eth=3,PA,"	",bec,S1UM,window,LHL,ED,open the window,response=1,100,
A2R0YYUAWNT7UD,gen=2,age=1,eth=3,PA,"	",kev,S1UM,menu,HLL,EI,read the menu,response=1,98,
A2R0YYUAWNT7UD,gen=2,age=1,eth=3,PA,"	",zio,filler,bring,npiq,wk,Did manny bring anything at all?,response=1,52,
A2R0YYUAWNT7UD,gen=2,age=1,eth=3,PA,"	",kev,S1UM,left,HLL,EI,turn left,response=1,100,
A2R0YYUAWNT7UD,gen=2,age=1,eth=3,PA,"	",bec,S1UM,lemonade,LHL,ED,Have a lemonade,response=1,72,
A2R0YYUAWNT7UD,gen=2,age=1,eth=3,PA,"	",zio,S1UM,coffee,LHL,EI,put some creamer in your coffee,response=1,84,
A2R0YYUAWNT7UD,gen=2,age=1,eth=3,PA,"	",kev,filler,help,npipnq,str,Didnt maria lift a finger to help?,response=2,77,
ANCCKNF1DKRZO,gen=1,age=3,eth=1,Philadelphia,"none	",kev,S1UM,home,HLL,ED,Stay home,response=1,92,none
ANCCKNF1DKRZO,gen=1,age=3,eth=1,Philadelphia,"none	",kev,filler,help,pnq,wk,Didn't Maria help?,response=1,98,none
ANCCKNF1DKRZO,gen=1,age=3,eth=1,Philadelphia,"none	",kev,S1UM,dog,LHL,EI,Take the dog for a walk,response=1,99,none
ANCCKNF1DKRZO,gen=1,age=3,eth=1,Philadelphia,"none	",zio,S1UM,email,LHL,EI,Send her an email,response=1,75,none
ANCCKNF1DKRZO,gen=1,age=3,eth=1,Philadelphia,"none	",zio,S1UM,right,HLL,ED,Go right,response=1,98,none
ANCCKNF1DKRZO,gen=1,age=3,eth=1,Philadelphia,"none	",zio,filler,bring,npipnq,str,Didn't Manny bring anything at all?,response=2,75,none
ANCCKNF1DKRZO,gen=1,age=3,eth=1,Philadelphia,"none	",kev,S1UM,call,LHL,ED,Call your mom,response=1,77,none
ANCCKNF1DKRZO,gen=1,age=3,eth=1,Philadelphia,"none	",bec,S1UM,potato,HLL,EI,Use a potato peeler,response=1,56,none
A30KV6CIGNH3E5,gen=2,age=2,eth=3,tx,"	",kev,filler,help,npipnq,str,care to help,response=1,72,
A30KV6CIGNH3E5,gen=2,age=2,eth=3,tx,"	",zio,S1UM,coffee,LHL,EI,put some cream on your coffee ,response=1,66,
A30KV6CIGNH3E5,gen=2,age=2,eth=3,tx,"	",chr,S1UM,calm,HLL,ED,be calm ,response=1,67,
A30KV6CIGNH3E5,gen=2,age=2,eth=3,tx,"	",bec,S1UM,window,LHL,ED,open the window,response=1,75,
A30KV6CIGNH3E5,gen=2,age=2,eth=3,tx,"	",zio,filler,bring,npiq,wk,didn't we bring anything at all? ,response=1,68,
A30KV6CIGNH3E5,gen=2,age=2,eth=3,tx,"	",bec,S1UM,lemonade,LHL,ED,have a lemonade ,response=1,66,
A30KV6CIGNH3E5,gen=2,age=2,eth=3,tx,"	",kev,S1UM,menu,HLL,EI,read the menu ,response=1,52,
A30KV6CIGNH3E5,gen=2,age=2,eth=3,tx,"	",kev,S1UM,left,HLL,EI,turn left ,response=1,75,
AWXIEV9H6KT9E,gen=1,age=1,eth=1,va,"	",zio,S1UM,right,LHL,EI,go right,response=2,54,
AWXIEV9H6KT9E,gen=1,age=1,eth=1,va,"	",kev,S1UM,call,HLL,ED,call your mom,response=2,27,
AWXIEV9H6KT9E,gen=1,age=1,eth=1,va,"	",zio,filler,bring,npipnq,wk,didn't manny bring anything at all,response=2,39,
AWXIEV9H6KT9E,gen=1,age=1,eth=1,va,"	",kev,filler,help,npiq,str,did marie lift a finger to help,response=2,35,
AWXIEV9H6KT9E,gen=1,age=1,eth=1,va,"	",zio,S1UM,email,HLL,EI,send her an email,response=2,40,
AWXIEV9H6KT9E,gen=1,age=1,eth=1,va,"	",kev,S1UM,home,LHL,EI,stay home,response=1,38,
AWXIEV9H6KT9E,gen=1,age=1,eth=1,va,"	",kev,S1UM,dog,HLL,ED,take the dog for a walk,response=1,37,
AWXIEV9H6KT9E,gen=1,age=1,eth=1,va,"	",bec,S1UM,potato,LHL,ED,use a potato peeler,response=1,34,
AVNW96ITB1X0W,gen=1,age=1,eth=6,29,"GOOD	",bec,S1UM,potato,LHL,ED,SOUTH INDIAN PARK,response=2,75,GOOD
AVNW96ITB1X0W,gen=1,age=1,eth=6,29,"GOOD	",zio,S1UM,email,HLL,EI,SUPRE,response=2,78,GOOD
AVNW96ITB1X0W,gen=1,age=1,eth=6,29,"GOOD	",zio,S1UM,right,LHL,EI,GO RIGHT,response=2,76,GOOD
AVNW96ITB1X0W,gen=1,age=1,eth=6,29,"GOOD	",kev,S1UM,home,LHL,EI,STAY HOME,response=1,73,GOOD
AVNW96ITB1X0W,gen=1,age=1,eth=6,29,"GOOD	",zio,filler,bring,npipnq,wk,TODAY MANY ,response=1,77,GOOD
AVNW96ITB1X0W,gen=1,age=1,eth=6,29,"GOOD	",kev,S1UM,dog,HLL,ED,TAKE IT FOR WALK,response=1,79,GOOD
AVNW96ITB1X0W,gen=1,age=1,eth=6,29,"GOOD	",kev,filler,help,npiq,str,GREAT HELPER,response=1,72,GOOD
AVNW96ITB1X0W,gen=1,age=1,eth=6,29,"GOOD	",kev,S1UM,call,HLL,ED,CALL YOU LATER,response=2,87,GOOD
A7QCRGQN5N9H0,gen=2,age=1,eth=3,Ohio,"No	",kev,filler,help,npipnq,str,Didn't Maria lift a finger to help?,response=2,84,
A7QCRGQN5N9H0,gen=2,age=1,eth=3,Ohio,"No	",zio,filler,bring,npiq,wk,Did Manny bring anything at all?,response=1,46,
A7QCRGQN5N9H0,gen=2,age=1,eth=3,Ohio,"No	",chr,S1UM,calm,HLL,ED,Be calm.,response=1,58,
A7QCRGQN5N9H0,gen=2,age=1,eth=3,Ohio,"No	",kev,S1UM,menu,HLL,EI,Read the menu.,response=1,68,
A7QCRGQN5N9H0,gen=2,age=1,eth=3,Ohio,"No	",bec,S1UM,lemonade,LHL,ED,Have a lemonade...,response=2,82,
A7QCRGQN5N9H0,gen=2,age=1,eth=3,Ohio,"No	",zio,S1UM,coffee,LHL,EI,Put some creamer in your coffee.,response=2,70,
A7QCRGQN5N9H0,gen=2,age=1,eth=3,Ohio,"No	",bec,S1UM,window,LHL,ED,Open the window.,response=2,77,
A7QCRGQN5N9H0,gen=2,age=1,eth=3,Ohio,"No	",kev,S1UM,left,HLL,EI,Turn left.,response=1,57,
AVXEDARJC5HLU,gen=2,age=3,eth=3,Pennsylvania,"	",kev,S1UM,call,HLL,EI,call your mom,response=2,98,
AVXEDARJC5HLU,gen=2,age=3,eth=3,Pennsylvania,"	",bec,S1UM,potato,LHL,EI,Use a potato peeler,response=1,77,
AVXEDARJC5HLU,gen=2,age=3,eth=3,Pennsylvania,"	",kev,filler,help,pnq,str,Didnt Maria help,response=2,48,
AVXEDARJC5HLU,gen=2,age=3,eth=3,Pennsylvania,"	",zio,S1UM,right,LHL,ED,go right,response=2,66,
AVXEDARJC5HLU,gen=2,age=3,eth=3,Pennsylvania,"	",kev,S1UM,home,LHL,ED,stay home,response=1,64,
AVXEDARJC5HLU,gen=2,age=3,eth=3,Pennsylvania,"	",zio,S1UM,email,HLL,ED,send her an email,response=1,68,
AVXEDARJC5HLU,gen=2,age=3,eth=3,Pennsylvania,"	",kev,S1UM,dog,HLL,EI,take the dog for a walk,response=1,91,
AVXEDARJC5HLU,gen=2,age=3,eth=3,Pennsylvania,"	",zio,filler,bring,npipnq,wk,Didnt Manny bring anything at all,response=1,58,
A2SO2UFXFZIZOM,gen=1,age=1,eth=3,yes,nice,bec,S1UM,lemonade,LHL,ED,nice,response=1,75,nice
A2SO2UFXFZIZOM,gen=1,age=1,eth=3,yes,nice,kev,filler,help,npipnq,str,nice,response=1,83,nice
A2SO2UFXFZIZOM,gen=1,age=1,eth=3,yes,nice,kev,S1UM,left,HLL,EI,nice,response=1,82,
A2SO2UFXFZIZOM,gen=1,age=1,eth=3,yes,nice,bec,S1UM,window,LHL,ED,nice,response=1,81,nice
A2SO2UFXFZIZOM,gen=1,age=1,eth=3,yes,nice,chr,S1UM,calm,HLL,ED,nice,response=2,76,nice
A2SO2UFXFZIZOM,gen=1,age=1,eth=3,yes,nice,zio,S1UM,coffee,LHL,EI,nice,response=2,72,nice
A2SO2UFXFZIZOM,gen=1,age=1,eth=3,yes,nice,kev,S1UM,menu,HLL,EI,nice,response=1,77,nice
A2SO2UFXFZIZOM,gen=1,age=1,eth=3,yes,nice,zio,filler,bring,npiq,wk,nice,response=2,72,nice
A26NGLGGFTATVN,gen=2,age=2,eth=3,Southwest,none,kev,S1UM,dog,HLL,EI,Take the dog for a walk.,response=1,100,
A26NGLGGFTATVN,gen=2,age=2,eth=3,Southwest,none,kev,filler,help,pnq,str,Didn't Maria help?,response=2,100,
A26NGLGGFTATVN,gen=2,age=2,eth=3,Southwest,none,zio,filler,bring,npipnq,wk,Didn't Manny bring anything at all?,response=1,100,
A26NGLGGFTATVN,gen=2,age=2,eth=3,Southwest,none,zio,S1UM,right,LHL,ED,Go right,response=1,100,
A26NGLGGFTATVN,gen=2,age=2,eth=3,Southwest,none,kev,S1UM,call,HLL,EI,Call your mom,response=1,100,
A26NGLGGFTATVN,gen=2,age=2,eth=3,Southwest,none,zio,S1UM,email,HLL,ED,Send her an email.,response=1,100,
A26NGLGGFTATVN,gen=2,age=2,eth=3,Southwest,none,bec,S1UM,potato,LHL,EI,Use a potato peeler,response=1,100,
A26NGLGGFTATVN,gen=2,age=2,eth=3,Southwest,none,kev,S1UM,home,LHL,ED,Stay home,response=1,100,
A4IAY1EQA3CZ1,gen=2,age=2,eth=3,Florida,,bec,S1UM,potato,HLL,ED,\Use a potato peeler.\,response=1,70,
A4IAY1EQA3CZ1,gen=2,age=2,eth=3,Florida,,zio,S1UM,email,LHL,ED,\Send her an e-mail.\,response=1,70,
A4IAY1EQA3CZ1,gen=2,age=2,eth=3,Florida,,zio,filler,bring,npipnq,str,\Didn't Manny bring anything at all?\,response=2,70,
A4IAY1EQA3CZ1,gen=2,age=2,eth=3,Florida,,zio,S1UM,right,HLL,EI,\Go right.\,response=1,70,
A4IAY1EQA3CZ1,gen=2,age=2,eth=3,Florida,,kev,S1UM,home,HLL,EI,\Stay home.\,response=1,70,
A4IAY1EQA3CZ1,gen=2,age=2,eth=3,Florida,,kev,S1UM,dog,LHL,ED,\Take the dog for a walk.\,response=1,70,
A4IAY1EQA3CZ1,gen=2,age=2,eth=3,Florida,,kev,filler,help,npiq,wk,\Did Maria lift a finger to help?\,response=1,70,
A4IAY1EQA3CZ1,gen=2,age=2,eth=3,Florida,,kev,S1UM,call,LHL,EI,\Call your mom.\,response=1,70,
A2PJ1XAIGPIGJU,gen=2,age=2,eth=3,Midwest,,zio,filler,bring,npipnq,wk,Didn't Manny bring anything at all?,response=1,79,
A2PJ1XAIGPIGJU,gen=2,age=2,eth=3,Midwest,,kev,S1UM,dog,HLL,ED,Take the dog for a walk.,response=1,66,
A2PJ1XAIGPIGJU,gen=2,age=2,eth=3,Midwest,,kev,S1UM,call,HLL,ED,Call your mom.,response=2,53,
A2PJ1XAIGPIGJU,gen=2,age=2,eth=3,Midwest,,kev,S1UM,home,LHL,EI,Stay home,response=2,79,
A2PJ1XAIGPIGJU,gen=2,age=2,eth=3,Midwest,,zio,S1UM,email,HLL,EI,Send her an e-mail,response=1,83,
A2PJ1XAIGPIGJU,gen=2,age=2,eth=3,Midwest,,kev,filler,help,npiq,str,Did Maria lift a finger to help,response=2,66,
A2PJ1XAIGPIGJU,gen=2,age=2,eth=3,Midwest,,bec,S1UM,potato,LHL,ED,Use a potato peeler,response=2,47,
A2PJ1XAIGPIGJU,gen=2,age=2,eth=3,Midwest,,zio,S1UM,right,LHL,EI,Go right,response=2,54,
A2OFN0A5CPLH57,gen=1,age=2,eth=3,Utah,no,zio,S1UM,email,HLL,ED,Send her an email,response=1,94,
A2OFN0A5CPLH57,gen=1,age=2,eth=3,Utah,no,kev,filler,help,pnq,str,didn't Maria help,response=2,47,
A2OFN0A5CPLH57,gen=1,age=2,eth=3,Utah,no,kev,S1UM,home,LHL,ED,stay home,response=2,56,
A2OFN0A5CPLH57,gen=1,age=2,eth=3,Utah,no,zio,S1UM,right,LHL,ED,go right,response=1,100,
A2OFN0A5CPLH57,gen=1,age=2,eth=3,Utah,no,bec,S1UM,potato,LHL,EI,use a potato peeler ,response=1,100,
A2OFN0A5CPLH57,gen=1,age=2,eth=3,Utah,no,kev,S1UM,call,HLL,EI,call your mom,response=1,95,
A2OFN0A5CPLH57,gen=1,age=2,eth=3,Utah,no,zio,filler,bring,npipnq,wk,didn't Manny bring anything at all,response=1,81,
A2OFN0A5CPLH57,gen=1,age=2,eth=3,Utah,no,kev,S1UM,dog,HLL,EI,take the dog for a walk,response=1,74,
A6YDORFZZXXPQ,gen=2,age=2,eth=2,NY,,zio,filler,bring,npiq,wk,Did Mary bring anything at all?,response=1,77,
A6YDORFZZXXPQ,gen=2,age=2,eth=2,NY,,kev,filler,help,npipnq,str,Didn't Maria lift a finger to help?,response=2,82,
A6YDORFZZXXPQ,gen=2,age=2,eth=2,NY,,chr,S1UM,calm,HLL,ED,Be calm.,response=1,100,
A6YDORFZZXXPQ,gen=2,age=2,eth=2,NY,,bec,S1UM,window,LHL,ED,Open the window.,response=1,100,
A6YDORFZZXXPQ,gen=2,age=2,eth=2,NY,,bec,S1UM,lemonade,LHL,ED,Have a lemonade.,response=1,100,
A6YDORFZZXXPQ,gen=2,age=2,eth=2,NY,,kev,S1UM,left,HLL,EI,Turn left.,response=1,100,
A6YDORFZZXXPQ,gen=2,age=2,eth=2,NY,,zio,S1UM,coffee,LHL,EI,Put some creamer in your coffee.,response=1,100,
A6YDORFZZXXPQ,gen=2,age=2,eth=2,NY,,kev,S1UM,menu,HLL,EI,Read the menu.,response=1,100,
A3OF8TUITB6QX4,gen=2,age=2,eth=1,Pennsylvania,No.,kev,S1UM,home,HLL,ED,Stay home,response=1,90,
A3OF8TUITB6QX4,gen=2,age=2,eth=1,Pennsylvania,No.,bec,S1UM,potato,HLL,EI,Use a potato peeler,response=1,77,
A3OF8TUITB6QX4,gen=2,age=2,eth=1,Pennsylvania,No.,kev,S1UM,call,LHL,ED,Call your mom,response=2,35,
A3OF8TUITB6QX4,gen=2,age=2,eth=1,Pennsylvania,No.,kev,filler,help,pnq,wk,Didn't Maria help?,response=1,81,
A3OF8TUITB6QX4,gen=2,age=2,eth=1,Pennsylvania,No.,zio,S1UM,email,LHL,EI,Send her email,response=1,82,
A3OF8TUITB6QX4,gen=2,age=2,eth=1,Pennsylvania,No.,zio,filler,bring,npipnq,str,Didn't Manny bring anything at all?,response=2,80,
A3OF8TUITB6QX4,gen=2,age=2,eth=1,Pennsylvania,No.,kev,S1UM,dog,LHL,EI,Take the dog for a walk,response=1,97,
A3OF8TUITB6QX4,gen=2,age=2,eth=1,Pennsylvania,No.,zio,S1UM,right,HLL,ED,Go right,response=1,100,
A2A9FPR7W6BU3E,gen=1,age=2,eth=4,New Mexico,,kev,S1UM,left,LHL,EI,turn left,response=1,96,
A2A9FPR7W6BU3E,gen=1,age=2,eth=4,New Mexico,,zio,filler,bring,npiq,str,did Manny bring anything at all,response=2,71,
A2A9FPR7W6BU3E,gen=1,age=2,eth=4,New Mexico,,bec,S1UM,lemonade,HLL,ED,have a lemonade,response=1,38,
A2A9FPR7W6BU3E,gen=1,age=2,eth=4,New Mexico,,chr,S1UM,calm,LHL,EI,be calm,response=1,56,
A2A9FPR7W6BU3E,gen=1,age=2,eth=4,New Mexico,,kev,filler,help,npipnq,wk,Didn't Maria lift a finger to help,response=2,59,
A2A9FPR7W6BU3E,gen=1,age=2,eth=4,New Mexico,,zio,S1UM,coffee,HLL,EI,put some creamer in your coffee,response=1,46,
A2A9FPR7W6BU3E,gen=1,age=2,eth=4,New Mexico,,bec,S1UM,window,HLL,ED,open the window,response=1,75,
A2A9FPR7W6BU3E,gen=1,age=2,eth=4,New Mexico,,kev,S1UM,menu,LHL,ED,read the menu,response=2,37,
A9KUDJIUCERON,gen=2,age=3,eth=4,midwest,,zio,S1UM,email,LHL,EI,send her an email,response=1,40,
A9KUDJIUCERON,gen=2,age=3,eth=4,midwest,,zio,filler,bring,npipnq,str,didn't manny bring anything at all,response=1,27,
A9KUDJIUCERON,gen=2,age=3,eth=4,midwest,,kev,filler,help,pnq,wk,didn't maria help,response=1,55,
A9KUDJIUCERON,gen=2,age=3,eth=4,midwest,,kev,S1UM,home,HLL,ED,stay home,response=1,36,
A9KUDJIUCERON,gen=2,age=3,eth=4,midwest,,bec,S1UM,potato,HLL,EI,use a potato peeler,response=1,53,
A9KUDJIUCERON,gen=2,age=3,eth=4,midwest,,kev,S1UM,dog,LHL,EI,take the dog for a walk,response=2,49,
A9KUDJIUCERON,gen=2,age=3,eth=4,midwest,,zio,S1UM,right,HLL,ED,go right,response=1,57,
A9KUDJIUCERON,gen=2,age=3,eth=4,midwest,,kev,S1UM,call,LHL,ED,call your mom,response=2,67,
A35CL66BEUSJ5Z,gen=1,age=1,eth=3,Southeast,Great study,bec,S1UM,lemonade,HLL,EI,Have A lemonade,response=2,95,
A35CL66BEUSJ5Z,gen=1,age=1,eth=3,Southeast,Great study,chr,S1UM,calm,LHL,ED,Be Calm,response=1,86,
A35CL66BEUSJ5Z,gen=1,age=1,eth=3,Southeast,Great study,bec,S1UM,window,HLL,EI,Open the Window,response=2,81,
A35CL66BEUSJ5Z,gen=1,age=1,eth=3,Southeast,Great study,kev,S1UM,menu,LHL,EI,Read the Menu,response=1,94,
A35CL66BEUSJ5Z,gen=1,age=1,eth=3,Southeast,Great study,zio,S1UM,coffee,HLL,ED,Put some creamer in your coffee,response=1,93,
A35CL66BEUSJ5Z,gen=1,age=1,eth=3,Southeast,Great study,zio,filler,bring,pnq,str,Didn't manny bring something?,response=2,80,
A35CL66BEUSJ5Z,gen=1,age=1,eth=3,Southeast,Great study,kev,filler,help,npipnq,wk,Didn't Maria lift a finger to help?,response=1,71,
A35CL66BEUSJ5Z,gen=1,age=1,eth=3,Southeast,Great study,kev,S1UM,left,LHL,ED,Turn Left,response=2,64,
A2J9RNKXNLRKVC,gen=2,age=2,eth=3,midwest,"	",zio,S1UM,right,LHL,EI,go right,response=1,89,
A2J9RNKXNLRKVC,gen=2,age=2,eth=3,midwest,"	",kev,S1UM,dog,HLL,ED,Take the dog for a walk,response=1,98,
A2J9RNKXNLRKVC,gen=2,age=2,eth=3,midwest,"	",kev,filler,help,npiq,str,Can Maria lift a finger to help?,response=2,71,
A2J9RNKXNLRKVC,gen=2,age=2,eth=3,midwest,"	",kev,S1UM,home,LHL,EI,Stay home,response=1,100,
A2J9RNKXNLRKVC,gen=2,age=2,eth=3,midwest,"	",bec,S1UM,potato,LHL,ED,Use a potato peeler,response=1,100,
A2J9RNKXNLRKVC,gen=2,age=2,eth=3,midwest,"	",zio,S1UM,email,HLL,EI,Send her an email,response=1,100,
A2J9RNKXNLRKVC,gen=2,age=2,eth=3,midwest,"	",kev,S1UM,call,HLL,ED,Call your mom,response=2,36,
A2J9RNKXNLRKVC,gen=2,age=2,eth=3,midwest,"	",zio,filler,bring,npipnq,wk,Didn't manny bring anything at all?,response=1,82,
A1B9H14AV44C0G,gen=1,age=3,eth=1,Northeast/ NY,"No	",kev,filler,help,npipnq,str,Didn't Maria lift a finger to help?,response=2,90,NA
A1B9H14AV44C0G,gen=1,age=3,eth=1,Northeast/ NY,"No	",zio,S1UM,coffee,LHL,ED,Put some creamer in your coffee.,response=1,60,NA
A1B9H14AV44C0G,gen=1,age=3,eth=1,Northeast/ NY,"No	",kev,S1UM,left,HLL,ED,Turn left. ,response=2,85,NA
A1B9H14AV44C0G,gen=1,age=3,eth=1,Northeast/ NY,"No	",kev,S1UM,menu,HLL,ED,Read the menu. ,response=2,75,NA
A1B9H14AV44C0G,gen=1,age=3,eth=1,Northeast/ NY,"No	",chr,S1UM,calm,HLL,EI,Be calm. ,response=2,60,NA
A1B9H14AV44C0G,gen=1,age=3,eth=1,Northeast/ NY,"No	",zio,filler,bring,pnq,wk,Didn't Manny bring something?,response=1,65,NA
A1B9H14AV44C0G,gen=1,age=3,eth=1,Northeast/ NY,"No	",bec,S1UM,lemonade,LHL,EI,Have a lemonade.,response=2,95,NA
A1B9H14AV44C0G,gen=1,age=3,eth=1,Northeast/ NY,"No	",bec,S1UM,window,LHL,EI,Open the window. ,response=2,90,NA
A1M9NT8B1KNVZK,gen=2,age=1,eth=3,los angels,"this survey is the very simple	",zio,S1UM,coffee,LHL,ED,put some creamuno coffee,response=2,83,
A1M9NT8B1KNVZK,gen=2,age=1,eth=3,los angels,"this survey is the very simple	",bec,S1UM,lemonade,LHL,EI,have a lemonade,response=2,78,
A1M9NT8B1KNVZK,gen=2,age=1,eth=3,los angels,"this survey is the very simple	",kev,filler,help,npipnq,str,then you know your let to singled how,response=2,73,
A1M9NT8B1KNVZK,gen=2,age=1,eth=3,los angels,"this survey is the very simple	",bec,S1UM,window,LHL,EI,open the window,response=2,81,
A1M9NT8B1KNVZK,gen=2,age=1,eth=3,los angels,"this survey is the very simple	",kev,S1UM,menu,HLL,ED,read the menu,response=1,78,
A1M9NT8B1KNVZK,gen=2,age=1,eth=3,los angels,"this survey is the very simple	",chr,S1UM,calm,HLL,EI,be calm,response=2,76,
A1M9NT8B1KNVZK,gen=2,age=1,eth=3,los angels,"this survey is the very simple	",kev,S1UM,left,HLL,ED,turn left,response=2,78,
A1M9NT8B1KNVZK,gen=2,age=1,eth=3,los angels,"this survey is the very simple	",zio,filler,bring,pnq,wk,then you made it bring something,response=1,77,
A139701FEHQMJ7,gen=1,age=5,eth=3,Northeast,"No	",kev,S1UM,home,LHL,ED,Stay home.,response=1,100,No
A139701FEHQMJ7,gen=1,age=5,eth=3,Northeast,"No	",bec,S1UM,potato,LHL,EI,Use a potato peeler.,response=2,100,No
A139701FEHQMJ7,gen=1,age=5,eth=3,Northeast,"No	",zio,S1UM,email,HLL,ED,Send her an email.,response=1,100,No
A139701FEHQMJ7,gen=1,age=5,eth=3,Northeast,"No	",kev,S1UM,dog,HLL,EI,Take the dog for a walk.,response=1,90,No
A139701FEHQMJ7,gen=1,age=5,eth=3,Northeast,"No	",kev,S1UM,call,HLL,EI,Call your mom.,response=1,100,No
A139701FEHQMJ7,gen=1,age=5,eth=3,Northeast,"No	",zio,filler,bring,npipnq,wk,Didn't Many bring anything at all?,response=1,85,No
A139701FEHQMJ7,gen=1,age=5,eth=3,Northeast,"No	",zio,S1UM,right,LHL,ED,Go right.,response=1,100,No
A139701FEHQMJ7,gen=1,age=5,eth=3,Northeast,"No	",kev,filler,help,pnq,str,Didn't Maria help?,response=2,100,No
A1SGD0KJOL9DN2,gen=1,age=1,eth=4,New York,"	",zio,S1UM,coffee,HLL,EI,Put some creamer in your coffee,response=1,98,
A1SGD0KJOL9DN2,gen=1,age=1,eth=4,New York,"	",kev,S1UM,left,LHL,EI,Turn left,response=1,100,
A1SGD0KJOL9DN2,gen=1,age=1,eth=4,New York,"	",bec,S1UM,window,HLL,ED,Open the window,response=1,100,
A1SGD0KJOL9DN2,gen=1,age=1,eth=4,New York,"	",bec,S1UM,lemonade,HLL,ED,Have a lemonade,response=1,100,
A1SGD0KJOL9DN2,gen=1,age=1,eth=4,New York,"	",kev,filler,help,npipnq,wk,Didn't maria lift a finger to help ,response=1,63,
A1SGD0KJOL9DN2,gen=1,age=1,eth=4,New York,"	",chr,S1UM,calm,LHL,EI,Be calm,response=1,100,
A1SGD0KJOL9DN2,gen=1,age=1,eth=4,New York,"	",zio,filler,bring,npiq,str,Did manny bring anything at all ,response=1,65,
A1SGD0KJOL9DN2,gen=1,age=1,eth=4,New York,"	",kev,S1UM,menu,LHL,ED,Read the menu,response=1,100,
A36AAQ5ODS1RCR,gen=1,age=1,eth=4,California,"none	",zio,filler,bring,pnq,str,Didn't Manny bring something?,response=2,100,
A36AAQ5ODS1RCR,gen=1,age=1,eth=4,California,"none	",kev,S1UM,menu,LHL,EI,Read the menu,response=1,100,
A36AAQ5ODS1RCR,gen=1,age=1,eth=4,California,"none	",kev,S1UM,left,LHL,ED,Turn left,response=1,100,
A36AAQ5ODS1RCR,gen=1,age=1,eth=4,California,"none	",bec,S1UM,lemonade,HLL,EI,have a lemonade,response=1,86,
A36AAQ5ODS1RCR,gen=1,age=1,eth=4,California,"none	",zio,S1UM,coffee,HLL,ED,put some creamer in your coffee,response=1,100,
A36AAQ5ODS1RCR,gen=1,age=1,eth=4,California,"none	",kev,filler,help,npipnq,wk,Didn't Maria lift a finger to help?,response=1,98,
